gate,cell_id,N,noise,seed,method,family,v_policy,v_behaviour_expected,v_optimal_same_start,nv,selected_unseen_rate,mean_behavior_prob,mean_logged_count,target_q95,support_mask,qdt_mode,qdt_denoise,cql_updates,cql_alpha,iql_updates,iql_expectile,iql_awr_beta,iql_weight_clip,iql_final_q_loss,iql_final_v_loss,iql_final_pi_loss,iql_mean_adv_weight
gate2C_support_mask,N1600_noise0p5,1600,0.5,0,Structured DT,DT,459.870423747192,420.6941057714956,478.158742618527,0.6817465510133162,0.2790625,0.5718238805052424,96.413046875,591.5737915039062,none,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,0,Structured DT support count>=1,DT,466.60897086083975,420.6941057714956,478.158742618527,0.7990107935697515,0.0,0.7554699118855,136.67640625,591.5737915039062,count>=1,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,0,Structured DT support top3,DT,466.60897086083975,420.6941057714956,478.158742618527,0.7990107935697515,0.0,0.7554699118855,136.67640625,591.5737915039062,top3,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,0,Vanilla DT,DT,456.0974640350003,420.6941057714956,478.158742618527,0.6160894805225527,0.005546875,0.8341875497828096,208.3525,590.300537109375,none,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,0,Vanilla DT support top3,DT,454.4188140622022,420.6941057714956,478.158742618527,0.5868776023153242,0.0,0.8418575737090633,209.800234375,590.300537109375,top3,,,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,0,Q-DT fixed td denoised,Q-DT,462.7664722483329,420.6941057714956,478.158742618527,0.7321436066642563,0.3453125,0.5309237240450905,67.195546875,28789.556640625,none,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,0,Q-DT fixed td denoised support top3,Q-DT,467.45470745947233,420.6941057714956,478.158742618527,0.8137283075929219,0.0,0.7919416723394184,161.91390625,28789.556640625,top3,td,True,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,0,Q-DT fixed q_sa,Q-DT,464.9654689260951,420.6941057714956,478.158742618527,0.7704105617590197,0.282421875,0.5483861059595904,67.1509375,25998.4765625,none,q_sa,False,2000.0,0.1,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,0,Q-DT fixed q_sa support top3,Q-DT,472.80272504894396,420.6941057714956,478.158742618527,0.906794545942393,0.0,0.7775993215293482,127.468828125,25998.4765625,top3,q_sa,False,2000.0,0.1,,,,,,,,
gate2B_iql,N1600_noise0p5,1600,0.5,0,IQL expectile0.7 beta3,IQL,456.46687211201555,420.6941057714956,478.158742618527,0.6225179223832153,0.3915625,0.3361795691611968,47.953828125,,none,,,,,2000.0,0.7,3.0,20.0,1508.5920715332031,308.1164215087891,0.4753106862306595,6.158092427253723
